0	[46, 51, 270, 347, 500, 759, 1063, 1188, 1504, 1624, 1719, 1892, 2015, 2237, 2272, 2406, 2452, 2842, 2920, 3152, 3194, 3351, 3361, 3365, 3612, 3868, 3886, 3970, 3994, 4027, 4114, 4140, 4188, 4233, 4251, 4355, 4630, 4660, 4687, 4763, 4791, 4847, 4915, 5334, 5460, 5463, 5493, 5816, 5858, 6066, 6101, 6137, 6152, 6269, 6305, 6434, 6596, 6907, 6942, 6974, 7226, 7396, 7699, 7723, 7959, 8135, 8424, 8542, 8664, 8721, 8930, 9221, 9523, 9642, 9735, 9868, 10062, 10078, 10227, 10418, 10759, 10982, 11189, 11837, 12125, 12218, 12359, 12655, 12825, 12832, 12843, 12844, 12845, 12847, 12848, 12877, 12960, 13443, 13525, 13658, 13751, 13830, 14118, 14265, 14711, 14941, 15099, 15351, 15657, 15699, 15703, 15798, 15883, 15900, 15934, 16084, 16673, 16711, 17018, 17039, 17240, 17303, 17338, 17431, 17460, 17816, 18179, 18238, 18431, 18520, 19162, 19213, 19331, 19492, 19623, 19722, 19790, 19898, 20158, 20165, 20436, 20532, 20909, 20928, 21211, 22071, 22096, 22256, 22257, 22521, 22524, 22622, 22721, 22877, 22958, 23105, 23359, 23721, 23955, 23971, 24014, 24048, 24057, 24121, 24188]
1	[3272, 8018, 8245]
2	[18430]
3	[3179, 10995, 13385, 13772]
4	[2911]
5	[23312]
6	[11115]
7	[885, 15726]
8	[10887, 13800, 15207, 20121, 24338]
9	[23234]
10	[5072, 8514]
11	[18048]
12	[14092, 15686, 18669, 20462, 20858]
13	[11396]
14	[3763]
15	[11128]
16	[733, 2107, 2715, 3100, 3419, 3850, 4488, 8855, 12024, 16127, 22478, 24214]
17	[17462]
18	[3017]
19	[19727]
20	[475]
21	[6483]
22	[18493]
23	[6033]
24	[23717]
25	[16669]
26	[13146]
27	[3358, 12698]
28	[2981]
29	[5740, 7351, 8593, 15285, 21018, 21199, 21236, 21267, 21820, 21970]
