0	121	0
0	59	53
0	23	84
0	23	87
0	18	97
0	19	97
0	134	111
0	18	112
0	19	112
0	278	123
0	224	159
0	271	212
0	270	213
0	26	260
0	10	266
0	134	283
0	19	284
0	65	289
0	221	315
0	134	323
0	238	332
0	65	334
0	230	352
0	231	352
0	97	366
0	273	372
0	307	379
0	99	427
0	72	553
0	183	553
0	183	554
0	58	562
0	183	562
0	183	566
0	166	576
0	307	578
0	221	611
0	230	618
0	230	619
0	50	622
0	65	692
0	327	692
0	148	696
0	134	735
0	166	787
0	275	813
0	221	816
0	183	816
0	183	818
0	183	823
0	275	827
0	230	857
0	231	857
0	183	863
0	278	874
0	134	903
0	160	908
0	236	908
0	183	908
0	246	929
0	72	930
0	282	930
0	316	973
0	65	980
0	65	981
0	172	981
0	255	981
1	105	516
1	32	863
1	282	930
2	323	607
2	157	759
3	134	111
3	147	566
3	134	607
3	134	735
3	157	754
3	157	757
3	157	762
3	147	825
3	147	914
4	183	784
5	115	546
5	32	914
7	262	115
7	134	323
7	121	375
8	134	323
8	273	372
8	32	553
8	147	553
8	147	566
8	157	754
8	157	757
8	134	903
10	147	566
10	134	735
11	157	757
12	190	159
12	92	618
12	228	914
13	183	784
14	246	823
16	226	16
16	183	82
16	58	562
16	58	567
16	58	784
16	183	817
17	64	270
17	72	784
17	133	784
18	273	372
19	134	323
20	69	839
21	134	903
23	273	372
24	259	30
27	134	283
27	14	286
27	166	576
27	134	735
27	134	903
28	273	372
29	325	30
29	262	112
29	134	283
29	262	286
29	134	323
29	273	372
29	134	607
29	134	735
29	166	787
29	325	834
29	14	834
29	262	834
29	134	903
30	134	2
30	262	3
30	262	6
30	14	8
30	262	11
30	262	22
30	325	24
30	134	26
30	259	29
30	259	30
30	325	30
30	259	31
30	259	40
30	259	43
30	273	62
30	262	75
30	14	96
30	262	96
30	14	105
30	14	108
30	262	108
30	262	109
30	134	111
30	244	112
30	262	112
30	14	112
30	67	115
30	244	115
30	14	115
30	262	115
30	274	157
30	325	180
30	274	230
30	134	283
30	262	286
30	14	286
30	14	299
30	262	299
30	134	323
30	274	340
30	274	341
30	325	341
30	274	342
30	274	343
30	274	348
30	273	358
30	273	359
30	262	362
30	273	366
30	274	368
30	273	372
30	273	373
30	262	373
30	273	375
30	259	426
30	262	432
30	274	478
30	274	523
30	274	525
30	339	547
30	274	553
30	274	555
30	274	566
30	166	575
30	166	576
30	262	600
30	262	602
30	134	607
30	262	613
30	274	617
30	262	619
30	262	640
30	134	648
30	339	735
30	134	735
30	134	738
30	274	784
30	274	786
30	166	787
30	274	813
30	274	814
30	274	816
30	274	817
30	325	831
30	14	831
30	262	831
30	14	834
30	325	839
30	262	856
30	274	864
30	134	903
30	325	974
31	325	30
32	14	112
32	273	372
33	86	566
34	259	34
34	325	34
35	329	442
37	208	112
37	209	112
37	349	112
37	134	283
37	349	284
37	349	286
37	262	286
37	14	286
37	134	323
37	273	372
37	121	375
37	259	426
37	325	426
37	274	478
37	274	566
37	134	607
37	274	617
37	134	735
37	134	903
38	134	735
39	14	39
39	134	323
39	262	362
40	259	30
40	325	30
40	325	40
40	14	112
40	349	284
40	262	286
40	134	323
40	273	372
40	274	566
40	134	735
40	166	787
40	134	903
41	134	283
41	134	323
41	134	735
41	134	903
42	134	2
