1	32	0
1	39	857
1	39	858
1	40	1019
2	52	2
2	52	5
2	52	1126
2	52	1127
2	52	2093
2	66	2935
3	66	2935
4	66	2935
5	66	2935
6	16	6
6	15	6
6	15	10
6	15	16
6	16	49
6	15	49
6	16	50
6	16	52
6	15	55
6	16	70
6	16	127
6	16	129
6	16	130
6	15	130
6	16	131
6	15	131
6	16	133
6	15	135
6	16	138
6	16	140
6	16	142
6	16	143
6	16	144
6	16	149
6	16	156
6	16	158
6	16	159
6	16	160
6	16	162
6	16	165
6	16	166
6	16	172
6	16	173
6	16	183
6	16	185
6	16	186
6	16	188
6	16	194
6	16	205
6	16	206
6	16	207
6	16	209
6	16	210
6	16	211
6	15	216
6	15	220
6	16	240
6	16	243
6	15	255
6	15	258
6	15	265
6	15	268
6	15	271
6	15	290
6	15	296
6	15	300
6	15	415
6	15	421
6	15	518
6	15	532
6	16	546
6	15	546
6	15	729
6	15	730
6	15	785
6	16	815
6	15	817
6	16	899
6	16	901
6	16	902
6	16	903
6	16	912
6	16	915
6	16	924
6	15	971
6	15	972
6	15	973
6	15	974
6	15	975
6	15	976
6	15	983
6	16	987
6	15	989
6	16	996
6	16	1002
6	16	1008
6	16	1010
6	16	1020
6	16	1070
6	16	1155
6	16	1156
6	15	1180
6	16	1191
6	16	1192
6	16	1206
6	16	1207
6	16	1208
6	16	1212
6	15	1212
6	16	1213
6	16	1215
6	16	1237
6	16	1258
6	16	1267
6	15	1267
6	15	1268
6	15	1274
6	15	1275
6	16	1282
6	16	1283
6	16	1284
6	16	1285
6	16	1287
6	16	1288
6	16	1289
6	16	1290
6	16	1292
6	16	1298
6	15	1334
6	15	1351
6	16	1353
6	15	1353
6	15	1361
6	15	1362
6	16	1393
6	16	1488
6	15	1488
6	16	1565
6	16	1570
6	15	1600
6	16	1625
6	16	1626
6	16	1628
6	16	1630
6	15	1637
6	15	1659
6	16	1697
6	16	1699
6	16	1703
6	16	1704
6	16	1705
6	16	1706
6	16	1717
6	16	1719
6	16	1725
6	16	1743
6	16	1747
6	16	1779
6	16	1780
6	15	1830
6	16	1849
6	15	1856
6	16	1886
6	16	1913
6	16	1914
6	16	1916
6	15	1947
6	15	1948
6	16	1954
6	16	2041
6	15	2083
6	15	2097
6	15	2100
6	16	2128
6	15	2135
6	15	2138
6	16	2146
6	15	2158
6	16	2168
6	16	2184
6	16	2185
6	16	2186
6	15	2212
6	16	2213
6	16	2215
6	16	2218
6	15	2259
6	15	2261
6	16	2310
6	15	2385
6	15	2386
6	15	2435
6	15	2482
6	15	2495
6	15	2501
6	15	2515
6	15	2517
6	15	2590
6	15	2591
6	16	2607
6	15	2607
6	15	2617
6	15	2619
6	15	2623
6	15	2656
6	15	2657
6	16	2686
6	16	2689
6	16	2690
6	16	2691
6	16	2699
6	16	2700
6	16	2721
6	16	2722
6	15	2737
6	15	2803
6	16	2807
6	15	2854
6	15	2859
6	16	2899
6	16	2904
6	16	2975
6	16	2976
6	16	2979
6	15	2990
6	15	3001
6	15	3002
6	15	3011
6	15	3012
6	16	3109
6	15	3112
6	16	3149
6	16	3160
6	16	3163
8	44	1381
8	15	1381
9	15	1267
10	15	6
10	15	290
10	16	2185
10	16	2186
11	15	1353
12	15	271
12	16	2979
13	16	572
13	15	785
13	15	786
13	16	912
13	16	913
13	16	1191
13	16	1192
13	16	1194
13	16	1195
13	16	1197
13	15	1353
13	15	2617
14	15	815
14	15	1353
14	15	2518
15	15	1948
16	15	1032
17	44	2616
17	15	2616
18	15	2803
19	15	216
19	15	2803
20	15	6
